Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0/3.14159,1884,0,100.0,94.53833880042463,32.22069999999633,874.6038000000001,234.0,10.552403468862941,0.0,100,100,100,100,110,130,170,200,430,870,870
,Aggregated,1884,0,100.0,94.53833880042463,32.22069999999633,874.6038000000001,234.0,10.552403468862941,0.0,100,100,100,100,110,130,170,200,430,870,870
